path,inbound_links,page_views_90d,nav_menu,overlapped,created,last_changed,authors,commits
cody/troubleshooting.mdx,0,0,True,,2023-04-21,2025-11-24,19,32
cody/use-cases/build-ui.mdx,0,0,,,2025-11-24,2025-11-24,1,1
cody/use-cases/generate-unit-tests.mdx,0,0,,,2024-04-08,2025-11-24,2,2
cody/use-cases/vsc-tutorial.mdx,0,0,,,2024-05-08,2025-12-14,5,7
context-filters.mdx,0,10,True,,2026-08-24,2026-08-24,1,1
deep-search/api.mdx,1,0,,,2025-09-09,2026-03-04,7,15
deep-search/index.mdx,15,0,True,,2025-05-29,2026-08-26,14,30
diff-tour/index.mdx,0,0,True,,2026-08-14,2026-08-14,1,1
dotcom/index.mdx,0,0,,,2022-07-29,2025-12-14,5,8
dotcom/indexing-open-source-code.mdx,1,0,,,2021-08-31,2025-12-14,8,9
getting-started/cloud-instance.mdx,1,0,,,2022-09-27,2025-12-14,4,7
getting-started/github-vs-sourcegraph.mdx,1,0,,,2022-11-08,2026-03-10,19,31
getting-started/index.mdx,4,0,,,2018-10-17,2026-01-07,24,43
getting-started/personalization/badges.mdx,1,0,,,2019-03-12,2025-11-24,4,5
getting-started/personalization/index.mdx,1,0,,,2020-10-14,2025-11-24,4,5
getting-started/personalization/themes.mdx,1,0,,,2018-11-21,2025-11-24,4,5
getting-started/tour.mdx,3,0,,,2018-10-17,2025-12-14,10,13
how-to/aws-instance-sizing.mdx,2,0,,,2025-05-07,2026-02-26,3,5
index.mdx,5,440,,,2018-10-17,2026-07-02,71,258
integration/aws-codecommit.mdx,0,0,,,2018-10-17,2025-12-14,6,10
integration/bitbucket-cloud.mdx,1,0,,,2019-07-16,2025-12-14,7,8
integration/bitbucket-server.mdx,8,0,,,2018-10-17,2025-12-14,25,39
integration/browser-extension/how-tos/browser-search-engine.mdx,5,0,,,2018-10-17,2025-12-14,8,8
integration/browser-extension/how-tos/google-workspace.mdx,3,0,,,2018-10-17,2025-12-16,9,15
integration/browser-extension/how-tos/index.mdx,0,0,,,2025-12-14,2025-12-14,1,1
integration/browser-extension/how-tos/troubleshooting.mdx,2,0,,,2022-08-30,2025-12-14,3,5
integration/browser-extension/index.mdx,24,0,True,,2022-08-30,2026-09-01,8,10
integration/browser-extension/quickstart.mdx,2,0,,,2022-08-30,2025-12-14,4,7
integration/browser-extension/references/features.mdx,2,0,,,2022-08-30,2025-12-14,3,4
integration/browser-extension/references/index.mdx,0,0,,,2025-12-14,2025-12-14,1,1
integration/browser-extension/references/privacy.mdx,3,0,,,2022-08-30,2025-12-14,4,5
integration/editor.mdx,4,0,True,,2018-10-17,2025-11-24,9,15
integration/github.mdx,2,0,,,2018-10-17,2025-12-14,9,15
integration/gitlab.mdx,2,40,,,2018-10-17,2025-12-14,14,23
integration/gitolite.mdx,0,0,,,2019-02-15,2025-12-14,5,6
integration/gitpod.mdx,1,0,,,2022-05-23,2024-04-08,3,4
integration/index.mdx,8,0,True,,2018-10-17,2026-03-10,20,31
integration/jetbrains.mdx,1,0,,,2022-11-04,2025-11-24,4,5
integration/migrating-firefox-extension.mdx,1,0,,,2021-07-13,2025-12-14,3,4
integration/open-in-editor.mdx,2,0,,,2022-09-06,2025-12-14,5,6
integration/phabricator.mdx,2,0,,,2018-10-17,2025-12-14,9,13
legacy.mdx,0,0,,,2024-02-06,2026-08-27,5,15
model-provider/index.mdx,20,0,True,,2025-11-12,2026-01-27,2,5
pricing/faqs.mdx,3,0,True,,2025-04-25,2026-03-30,5,6
pricing/plans/enterprise-starter.mdx,6,0,,,2025-02-09,2026-03-30,6,7
pricing/plans/enterprise.mdx,38,0,,,2025-07-28,2026-03-30,4,4
releases.mdx,1,0,,,2024-06-06,2025-12-16,5,62
self-hosted/advanced-config-file.mdx,2,0,,,2019-06-24,2026-02-19,17,29
self-hosted/deploy/docker-compose/aws.mdx,5,0,,,2020-02-10,2026-03-03,42,138
self-hosted/deploy/docker-compose/azure.mdx,1,0,,,2022-09-09,2025-12-14,22,57
self-hosted/deploy/docker-compose/configuration.mdx,5,20,,,2022-09-21,2026-03-06,8,14
self-hosted/deploy/docker-compose/digitalocean.mdx,4,0,,,2020-02-10,2025-12-16,36,129
self-hosted/deploy/docker-compose/google-cloud.mdx,5,0,,,2020-02-10,2025-12-14,37,126
self-hosted/deploy/docker-compose/index.mdx,43,90,True,,2021-06-22,2025-12-14,44,132
self-hosted/deploy/docker-compose/migrate.mdx,5,0,,,2020-04-21,2026-02-26,16,33
self-hosted/deploy/docker-compose/operations.mdx,2,0,,,2021-06-22,2025-12-14,28,77
self-hosted/deploy/docker-compose/upgrade.mdx,11,110,,,2022-06-16,2026-02-26,14,29
self-hosted/deploy/index.mdx,18,40,True,,2022-05-06,2026-09-01,22,40
self-hosted/deploy/instance-size.mdx,4,0,,,2023-02-13,2025-12-14,4,6
self-hosted/deploy/kubernetes/azure.mdx,1,0,,,2020-05-07,2025-12-14,6,6
self-hosted/deploy/kubernetes/configure.mdx,49,0,,,2020-05-07,2026-03-06,45,117
self-hosted/deploy/kubernetes/eks.mdx,1,0,,,2020-05-07,2025-12-14,9,12
self-hosted/deploy/kubernetes/index.mdx,64,20,True,,2020-05-07,2026-09-07,32,92
self-hosted/deploy/kubernetes/kustomize.mdx,26,0,,,2020-05-07,2026-02-12,28,69
self-hosted/deploy/kubernetes/kustomize/eks.mdx,1,0,,,2023-02-23,2026-02-12,4,7
self-hosted/deploy/kubernetes/kustomize/gke.mdx,1,0,,,2023-02-23,2026-02-12,4,6
self-hosted/deploy/kubernetes/kustomize/index.mdx,0,0,,True,2023-02-23,2026-02-12,5,8
self-hosted/deploy/kubernetes/kustomize/migrate.mdx,5,0,,,2023-02-23,2026-02-12,6,11
self-hosted/deploy/kubernetes/operations.mdx,11,0,,,2021-08-05,2026-02-19,15,26
self-hosted/deploy/kubernetes/scale.mdx,2,0,,,2020-05-07,2025-12-14,10,15
self-hosted/deploy/kubernetes/troubleshoot.mdx,5,0,,,2020-05-07,2025-12-16,12,21
self-hosted/deploy/kubernetes/upgrade.mdx,8,0,,,2023-05-26,2026-02-26,7,14
self-hosted/deploy/machine-images/aws-ami.mdx,9,0,,,2022-09-26,2026-06-04,13,39
self-hosted/deploy/machine-images/aws-oneclick.mdx,0,0,,,2022-11-17,2026-06-04,11,20
self-hosted/deploy/machine-images/gce.mdx,0,0,,,2022-10-21,2026-06-04,24,60
self-hosted/deploy/machine-images/index.mdx,6,0,True,,2022-10-18,2026-02-26,8,14
self-hosted/deploy/migrate-backup.mdx,3,0,,,2020-09-24,2025-12-14,19,29
self-hosted/deploy/repositories.mdx,2,0,,,2023-02-23,2026-02-03,6,9
self-hosted/deploy/resource-estimator.mdx,15,0,,,2020-03-05,2025-12-14,6,17
self-hosted/deploy/scale.mdx,4,0,,,2022-07-19,2025-12-14,10,19
self-hosted/deploy/single-node/index.mdx,1,0,True,,2022-11-10,2026-02-19,6,7
self-hosted/deploy/single-node/script.mdx,1,0,,,2022-12-06,2026-02-26,7,9
self-hosted/deploy/without-service-discovery.mdx,1,0,,,2025-05-21,2025-12-14,2,4
self-hosted/deployment-best-practices.mdx,1,0,,,2021-07-21,2026-02-12,12,23
self-hosted/email.mdx,7,30,,,2022-03-10,2025-12-14,9,14
self-hosted/encryption.mdx,5,0,,,2021-04-20,2025-12-14,6,11
self-hosted/executors/custom-certificates.mdx,11,0,True,,2026-07-22,2026-07-22,1,1
self-hosted/executors/deploy-executors-binary-offline.mdx,3,0,,,2023-05-12,2026-07-22,5,12
self-hosted/executors/deploy-executors-binary.mdx,16,0,True,,2022-10-05,2026-09-08,11,24
self-hosted/executors/deploy-executors-dind.mdx,2,0,True,,2023-06-27,2026-09-08,8,15
self-hosted/executors/deploy-executors-docker.mdx,2,0,True,,2023-02-20,2026-07-22,9,12
self-hosted/executors/deploy-executors-kubernetes.mdx,5,0,True,,2023-02-20,2026-09-08,25,70
self-hosted/executors/deploy-executors-terraform-aws.mdx,5,0,True,,2026-07-08,2026-09-08,2,3
self-hosted/executors/deploy-executors-terraform-gcp.mdx,5,0,True,,2021-10-06,2026-09-08,19,56
self-hosted/executors/deploy-executors-terraform.mdx,7,0,,,2021-10-06,2026-07-08,18,54
self-hosted/executors/executors-config.mdx,17,40,True,,2022-10-05,2026-09-08,12,24
self-hosted/executors/executors-troubleshooting.mdx,5,0,True,,2023-03-13,2026-09-08,11,15
self-hosted/executors/firecracker.mdx,21,0,True,,2023-05-02,2026-07-22,5,10
self-hosted/executors/index.mdx,15,0,True,,2021-11-18,2026-07-22,14,35
self-hosted/executors/private-registries.mdx,8,0,True,,2026-07-22,2026-07-22,1,1
self-hosted/executors/resource-sizing.mdx,1,0,True,,2026-07-22,2026-07-22,1,1
self-hosted/external-services/index.mdx,10,30,True,,2020-10-30,2025-12-14,10,13
self-hosted/external-services/object-storage.mdx,6,0,,,2020-10-30,2026-09-07,12,19
self-hosted/external-services/postgres.mdx,6,0,,,2018-10-17,2026-02-19,56,239
self-hosted/external-services/redis.mdx,4,0,,,2020-10-30,2025-12-14,34,115
self-hosted/faq.mdx,1,0,True,,2018-10-17,2025-12-14,17,33
self-hosted/how-to/blobstore-debugging.mdx,2,0,,,2023-02-22,2025-12-14,5,8
self-hosted/how-to/blobstore-update-notes.mdx,3,0,,,2022-12-08,2025-12-14,4,6
self-hosted/how-to/clear-codeintel-data.mdx,3,0,,,2023-01-23,2025-12-14,4,6
self-hosted/how-to/dirty-database-pre-3-37.mdx,2,0,,,2021-05-07,2026-07-07,10,24
self-hosted/how-to/dirty-database.mdx,13,0,,,2021-05-07,2026-07-07,10,29
self-hosted/how-to/index.mdx,1,0,True,,2021-05-07,2025-12-14,20,43
self-hosted/how-to/monitoring-guide.mdx,4,0,,,2025-12-14,2025-12-14,1,1
self-hosted/how-to/postgres-12-to-16-drift.mdx,3,0,,,2025-01-29,2026-02-26,4,8
self-hosted/how-to/postgres14-index-corruption.mdx,2,0,,,2022-10-28,2025-12-14,4,6
self-hosted/how-to/precise-code-intel-worker-crashloopbackoff.mdx,2,0,,,2021-08-20,2026-01-21,7,8
self-hosted/how-to/privileged-migrations.mdx,5,0,,,2022-02-25,2025-12-14,5,11
self-hosted/how-to/rebuild-corrupt-postgres-indexes.mdx,2,0,,,2021-07-29,2025-12-14,9,15
self-hosted/how-to/redis-configmap.mdx,3,0,,,2022-04-19,2025-12-14,5,9
self-hosted/how-to/rollback-database.mdx,4,0,,,2022-02-14,2025-12-14,4,7
self-hosted/how-to/run-psql.mdx,4,0,,,2021-10-26,2025-12-14,3,4
self-hosted/how-to/setup-https.mdx,2,0,,,2021-06-30,2025-12-14,5,7
self-hosted/how-to/troubleshoot-pod-eviction.mdx,2,0,,,2021-05-27,2025-12-14,5,6
self-hosted/how-to/unfinished-migration.mdx,4,0,,,2021-06-03,2025-12-14,7,11
self-hosted/how-to/upgrade-postgres-12-16-builtin-dbs.mdx,2,0,,,2025-02-04,2026-02-26,3,7
self-hosted/http-https-configuration.mdx,13,0,,,2019-01-10,2026-05-22,45,142
self-hosted/index.mdx,1,0,True,,2018-10-17,2026-07-22,47,128
self-hosted/network-filtering.mdx,1,0,,,2024-12-13,2025-12-14,2,4
self-hosted/observability/alerting-custom-consumption.mdx,2,0,,,2020-03-25,2026-02-26,3,8
self-hosted/observability/alerting.mdx,21,0,,,2020-03-12,2026-07-31,11,29
self-hosted/observability/alerts.mdx,258,0,,,2020-04-23,2026-09-15,59,325
self-hosted/observability/dashboards.mdx,254,0,,,2019-10-19,2026-09-15,65,428
self-hosted/observability/health-checks.mdx,3,0,,,2020-12-23,2026-02-26,4,6
self-hosted/observability/index.mdx,8,0,True,,2020-03-12,2026-02-26,9,18
self-hosted/observability/logs.mdx,4,0,,,2020-12-23,2026-07-07,9,21
self-hosted/observability/metrics.mdx,24,0,,,2020-03-12,2026-07-07,11,22
self-hosted/observability/opentelemetry.mdx,11,0,,,2022-09-01,2026-03-06,9,20
self-hosted/observability/tracing.mdx,17,0,,,2020-03-12,2026-03-19,16,32
self-hosted/observability/troubleshooting.mdx,3,0,,,2020-03-12,2026-02-26,12,20
self-hosted/postgres-conf.mdx,15,0,,,2019-11-22,2025-12-14,9,12
self-hosted/postgres.mdx,13,0,,,2019-02-06,2026-02-26,32,115
self-hosted/postgres12-end-of-life-notice.mdx,15,0,,,2024-11-20,2026-02-26,6,8
self-hosted/postgresql-collation-version-mismatch-resolution.mdx,3,0,,,2025-06-03,2026-02-26,4,9
self-hosted/pprof.mdx,4,0,,,2020-02-26,2026-07-07,18,63
self-hosted/private-network.mdx,1,0,,,2024-02-02,2025-12-14,5,20
self-hosted/restore.mdx,1,0,,,2021-02-19,2025-12-14,3,4
self-hosted/sourcegraph-nginx-mermaid.mdx,1,0,,,2019-03-12,2025-12-14,3,3
self-hosted/ssl-https-self-signed-cert-nginx.mdx,2,0,,,2019-03-12,2026-01-26,42,189
self-hosted/updates/automatic.mdx,1,0,,,2023-06-26,2026-07-07,8,16
self-hosted/updates/index.mdx,54,40,True,,2021-07-28,2026-07-07,24,46
self-hosted/updates/migrator/downgrading.mdx,3,0,,,2023-05-26,2025-12-14,4,6
self-hosted/updates/migrator/index.mdx,1,0,True,,2025-12-14,2025-12-14,1,1
self-hosted/updates/migrator/migrator-operations.mdx,33,0,,,2023-05-26,2025-12-14,7,11
self-hosted/updates/migrator/schema-drift.mdx,4,0,,,2022-12-02,2025-12-14,4,7
self-hosted/updates/migrator/troubleshooting-upgrades.mdx,2,0,,,2023-05-26,2025-12-14,3,5
self-hosted/updates/migrator/upgrading-early-versions.mdx,2,0,,,2023-05-26,2025-12-14,3,5
self-hosted/url.mdx,2,0,,,2018-10-17,2025-12-14,5,11
self-hosted/validation.mdx,1,0,,,2020-10-12,2025-12-14,7,12
self-hosted/workers.mdx,7,0,,,2021-06-17,2025-12-14,16,42
sla/index.mdx,4,0,True,,2023-09-22,2026-03-31,6,19
slack-integration.mdx,1,0,True,,2026-01-13,2026-04-01,3,4
sourcegraph-accounts/index.mdx,2,0,True,,2024-02-07,2026-09-16,4,9
supported-countries.mdx,0,0,True,,2026-07-30,2026-07-30,1,1
technical-changelog.mdx,0,10,,,2021-07-16,2026-07-22,20,147
tutorials/index.mdx,0,0,True,,2023-01-25,2026-03-10,14,25
